title,Price,Processor,RAM,Operating System,Display,Storage,Office,warrenty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",amd ryzen 7 octa core processor,16 gb ddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Carry-in Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
DELL Intel Core i3 11th Gen - (8 GB/SSD/256 GB SSD/Windows 10 Pro) 3420 Business Laptop,"₹33,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/SSD/512 GB SSD/windows 11 home/4 GB Graphics) 15...,"₹54,600",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",intel core i3 processor (11th gen),8 gb ddr4 ram,windows 10 operating system,35.56 cm (14 inch) display,256 gb ssd,no-office,1 year domestic
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core i5 processor (12th gen),16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,office home & student 2021,1 Year Carry-in Warranty
"DELL Inspiron 5430 Intel Core i7 13th Gen 13th Generation Intel® Core™ i7-1355U Processor (12MB Cache,...","₹80,990",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP Intel Core i5 13th Gen 1334U - (16 GB/SSD/512 GB SSD/windows 11 home) 15-fd0221TU Thin and Light La...,"₹59,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹71,999",intel core i7 processor (13th gen),16 gb lpddr5 ram,windows 11 home ,35.81 cm (14.1 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
Apple 2023 MacBook Pro Apple M3 Pro - (18 GB/SSD/512 GB SSD/macOS Sonoma) MRW43HN/A,"₹2,49,900",intel core i5 processor (13th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite warranty
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5327TU Th...,"₹38,990",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP960XGK...,"₹1,36,990",apple m3 pro processor,18 gb unified memory ram,mac os operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year Limited Warranty
DELL Vostro Intel Core i5 13th Gen 1334U - (8 GB/SSD/512 GB SSD/windows 11 home) Vostro 3440 Thin and ...,"₹24,490",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core i5 processor (13th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
HP Pavilion AMD Ryzen 5 Hexa Core 5625U - (16 GB/SSD/512 GB SSD/windows 11 home) 15-eh2024AU Thin and ...,"₹59,100",intel celeron dual core processor,4 gb ddr4 ram,chrome operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/SSD/512 GB SSD/windows 11 home) Inspiron 3511 Thin...,"₹47,690",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (8 GB/512 GB SSD/Windows 11 Pro/6 GB Graphics/NVIDIA Ge...,"₹74,790",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MSI Katana 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/windows 11 home/6 GB Graphics/NVIDIA Ge...,"₹81,990",amd ryzen 5 hexa core processor,16 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core i5 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core i5 processor (13th gen),8 gb ddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Premium Support
HP AMD Athlon Dual Core 3050U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s- eq1559AU Thin and Light Lap...,"₹26,890",intel core i5 processor (12th gen),8 gb ddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,2 Year On-Site & Carry-In Warranty
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA Ge...,"₹55,500",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",amd athlon dual core processor,8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Ultimus Intel Celeron Dual Core N4020 - (4 GB/SSD/128 GB EMMC Storage/windows 11 home) NU14U3INC43BN-C...,"₹12,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year International Travelers Warranty (ITW)
MSI Katana 17 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/windows 11 home/8 GB Graphics/NVIDIA GeF...,"₹1,34,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/SSD/512 GB SSD/windows 11 home/2 GB Graphics) 15s-du3519T...,"₹49,000",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s- eq2304au Thin and Light La...,"₹41,990",intel celeron dual core processor,4 gb ddr4 ram,windows 11 operating system,35.81 cm (14.1 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",intel core i7 processor (13th gen),16 gb ddr5 ram,windows 11 operating system,43.94 cm (17.3 inch) display,1 tb ssd,no-office,2 Year Carry-in Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core i5 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo V15 AMD Ryzen 3 Quad Core 5300U - (8 GB/SSD/512 GB SSD/windows 11 home) V15 G2 ALC Thin and Lig...,"₹33,990",amd ryzen 5 hexa core processor,8 gb ddr4 ram,microsoft office 2021 home & student,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Chromebook Plus (2024) Intel Core i3 N305 - (8 GB/SSD/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromeb...,"₹35,990",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5327TU Th...,"₹38,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹71,999",amd ryzen 3 quad core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeFor...,"₹89,999",intel core i3 processor,8 gb lpddr5 ram,chrome operating system,35.56 cm (14 inch) display,256 gb ssd,no-office,1 Year Carry-in Warranty
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,"₹49,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Intel Core i5 11th Gen 1135G7 - (8 GB/SSD/512 GB SSD/windows 11 home) Vostro 3420 Notebook,"₹45,800",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Intel Core i5 13th Gen 1335U - (16 GB/...","₹89,990",intel core i7 processor (12th gen),16 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i5 processor (11th gen),8 gb ddr4 ram,microsoft office home and student 2019,39.62 cm (15.6 inch) display,1 tb hdd|256 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core i5 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
ASUS Vivobook S 15 OLED Intel H-Series Intel Core i9 13th Gen 13900H - (16 GB/SSD/1 TB SSD/Windows 11 ...,"₹1,13,899",intel core i5 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,33.78 cm (13.3 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/windows 11 home/4 GB ...,"₹66,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core i9 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
HP Spectre Eyesafe Evo Intel Core i7 12th Gen 1255U - (16 GB/SSD/512 GB SSD/windows 11 home) ef0053TU ...,"₹1,30,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1Year Onsite warranty
HP Intel Pentium Quad Core N6000 - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq3073TU Thin and Light L...,"₹31,490",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Intel Core i5 12th Gen 1235U - (16 GB/SSD/512 GB SSD/windows 11 home) X1504ZA-NJ549WS Thin and Li...,"₹53,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook 15 Touch Intel Core i3 11th Gen 1115G4 - (8 GB/SSD/512 GB SSD/windows 11 home) X515EA-EZ...,"₹44,599",intel core i7 processor (12th gen),16 gb lpddr4x ram,64 bit windows 11 operating system,34.29 cm (13.5 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel pentium quad core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
ASUS Vivobook Go 14 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) E1404FA...,"₹34,980",intel core i3 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) touchscreen display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/windows 11 home/4 GB Graphics...,"₹50,490",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",amd ryzen 3 quad core processor,8 gb ddr5 ram,64 bit windows 11 operating system,35.81 cm (14.1 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Dell Inspiron 3525 AMD Ryzen 5 5500U - (8 GB/SSD/512 GB SSD/windows 11 home) D560838WIN9B Thin an...,"₹40,721",intel core i5 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,100.63 cm (39.62 cm) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3i (2024) Intel Core i7 11th Gen 11370H - (8 GB/512 GB SSD/windows 11 home/4 GB ...,"₹66,990",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo Intel Core i7 8th Gen 8665U - (16 GB/SSD/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s...,"₹1,24,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
DELL G15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeForc...,"₹75,990",amd ryzen 5 processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year warranty
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5327TU Th...,"₹38,990",intel core i7 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Warranty + 1 Year Premium Care + 1 Year ADP
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹71,999",intel core i7 processor (8th gen),16 gb ddr4 ram,64 bit windows 10 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,3 Year Onsite Warranty
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/windows 11 home/6 GB Graphics/NVIDIA GeForce R...,"₹1,15,990",intel core i5 processor (12th gen),16 gb ddr5 ram,64 bit windows 11 operating system,96.52 cm (37.60 inch) display,512 gb ssd,no-office,1 Year Premium Support
ASUS AMD Ryzen 3 Quad Core - (8 GB/SSD/512 GB SSD/windows 11 home) E1504FA-NJ321WS Thin and Light Lapt...,"₹36,899",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i7 processor (13th gen),16 gb ddr5 ram,64 bit windows 11 operating system,40.89 cm (16.1 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) 15IAU7 Thin...,"₹51,990",amd ryzen 3 quad core processor,8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo Intel Core i3 11th Gen - (8 GB/SSD/512 GB SSD/windows 11 home) 82KBA03JIH Laptop,"₹32,099",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
DELL Inspiron Intel Pentium Silver N5030 - (8 GB/SSD/256 GB SSD/windows 11 home) Inspiron 3521 Noteboo...,"₹34,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Intel Core i7 13th Gen 1335U - (16 GB/...","₹1,09,990",intel core i5 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,2 Year warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core i3 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Domestic Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel pentium silver processor,8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,256 gb ssd,software: win 11 + office h&s 2021,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 (2024) AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/windows 11 home/4 GB Gra...,"₹63,990",intel core i7 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,33.78 cm (13.3 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
Ultimus Pro Lite Intel Celeron Dual Core Pro Lite - (8 GB/SSD/256 GB SSD/windows 11 home) NU14U4INC54B...,"₹15,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",amd ryzen 5 hexa core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year ADP
ASUS Vivobook 14 (2024) Touchscreen Intel P-Series Intel Core i5 12th Gen 1240P - (16 GB/SSD/512 GB SS...,"₹60,990",intel celeron dual core processor,8 gb ddr4 ram,windows 11 operating system,35.81 cm (14.1 inch) display,256 gb ssd,no-office,1 Year Domestic Warranty
ASUS Intel Core i5 12th Gen - (8 GB/SSD/512 GB SSD/windows 11 home) X1502ZA-EJ531WS Laptop,"₹39,999",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS AMD Ryzen 5 Hexa Core - (8 GB/SSD/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Lapto...,"₹79,845",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook Pro 15 AMD Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/windows 11 home/4 GB Graph...,"₹37,999",intel core i5 processor (12th gen),16 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹1,66,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 YEAR INTERNATIONAL
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹46,999",amd ryzen 5 hexa core processor,8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Aspire 5 Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) A515-57 Thin and Li...,"₹31,990",amd ryzen 7 octa core processor,16 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Avita Liber E Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) AM14A2INF56F-SLF Th...,"₹71,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹1,36,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"₹56,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year International Travelers Warranty (ITW)
Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/SSD/256 GB SSD/windows 11 home) XL21 Thin...,"₹35,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 home,35.81 cm (14.1 inch) display,512 gb ssd,no-office,1 Year Manufacturing Warranty
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeF...,"₹79,990",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
